tx_count,unique_counterparties,avg_tx_value,median_tx_value,max_tx_value,min_tx_value,std_tx_value,total_volume,in_count,out_count,in_volume,out_volume,in_out_ratio,volume_ratio,avg_in_value,avg_out_value,unique_in_counterparties,unique_out_counterparties,counterparty_concentration,value_entropy,activity_span_days,avg_txs_per_day,large_tx_ratio,round_number_ratio,_inv_id,_role
1238,330,3.344986081000724e-05,1.9575908579108525e-17,0.005309899001332668,0.0,0.00041437758035410506,0.04141092768278895,527,711,0.026109354781108467,0.015301572901680487,0.7412095639943741,1.7063183601367558,4.9543367706088176e-05,2.1521199580422626e-05,203,205,0.3675282714054927,3.3219111527144,2,619.0,0.0,0.9838449111470113,2,exchange
1282,148,4.4745563781746916e-15,1.9676561386874435e-15,4.826430790712238e-13,6.3218581264028105e-18,1.498254898180137e-14,5.736381276819955e-12,639,643,3.1601883722256346e-12,2.5761929045943205e-12,0.9937791601866252,0.03160188372225634,4.945521709273294e-15,4.0065208469585075e-15,125,49,0.7527301092043682,3.32192108191614,16,80.125,0.0,1.0,2,exchange
1262,257,8.30595686753563e-14,9.54331730828808e-16,3.305576e-12,2.6333559843779998e-24,2.686446906000289e-13,1.0482117566829964e-10,649,613,5.1317293349502477e-11,5.350388231879717e-11,1.0587275693311582,0.5131729334950248,7.907133027658316e-14,8.728202662120255e-14,168,116,0.6458003169572107,3.3219117851334414,14,90.14285714285714,0.0,1.0,2,exchange
1217,302,3.046687688076089e-15,1.5886189411253307e-15,2.68032392588e-13,5.1718285215110006e-24,9.0931698119259e-15,3.7078189163886e-12,634,583,1.8333478965139956e-12,1.8744710198746043e-12,1.0874785591766725,0.018333478965139954,2.8917159251009394e-15,3.215216157589373e-15,204,181,0.24404272801972063,3.321127328005494,110,11.063636363636364,0.0,1.0,2,exchange
1244,520,6.95270068767553e-18,4.984808759168445e-19,2.5e-15,0.0,1.077097386583933e-16,8.64915965546836e-15,628,616,7.500255561122167e-15,1.1489040943461937e-15,1.0194805194805194,7.500255561122166e-05,1.1943082103697717e-17,1.8651040492633014e-18,346,224,0.30144694533762056,3.3219169123704813,1733,0.7178303519907675,0.0,0.9935691318327974,2,exchange
1247,409,5.198016579739838e-15,3e-15,5.334764780308056e-14,4.53521e-19,6.610995673211247e-15,6.481926674935578e-12,665,582,3.2082778913307608e-12,3.2736487836048174e-12,1.1426116838487972,0.03208277891330761,4.824478032076332e-15,5.624826088668071e-15,170,293,0.40096230954290296,3.320894933880837,21,59.38095238095238,0.0,1.0,2,exchange
1255,389,4.389519236063012e-11,1e-16,1.3655000000000002e-08,4.123e-22,5.851074434724217e-10,5.50884664125908e-08,824,431,3.570090727563849e-08,1.9387559136952317e-08,1.911832946635731,1.8414338299860162,4.332634378111467e-11,4.49827358165947e-11,389,1,0.6884462151394423,3.319258811680683,53,23.67924528301887,0.0,1.0,2,exchange
1265,326,6.596194960603082e-17,4.698673919569192e-18,1.6e-15,1.0000000000000001e-21,1.5379177080860295e-16,8.344186625162898e-14,653,612,4.1444271295986713e-14,4.199759495564228e-14,1.0669934640522876,0.00041444271295986714,6.346749049921395e-17,6.862352116935013e-17,211,200,0.391304347826087,3.321267211418996,87,14.540229885057471,0.0,1.0,2,exchange
1263,544,4.97993903317366e-16,1e-17,3.6113374176056174e-14,8.77781887438717e-22,2.0632852971345836e-15,6.289662998898333e-13,631,632,2.9202169722123216e-13,3.369446026686012e-13,0.9984177215189873,0.0029202169722123213,4.627919131873727e-16,5.33140194095888e-16,325,241,0.4948535233570863,3.315745954422419,2,631.5,0.0,1.0,2,exchange
1305,347,1.2704112207040197e-15,4.594535250000001e-16,9.999999999999999e-14,1e-18,4.285750213726605e-15,1.6578866430187459e-12,661,644,9.24559501787146e-13,7.333271412315997e-13,1.0263975155279503,0.00924559501787146,1.3987284444586174e-15,1.1387067410428567e-15,287,94,0.41226053639846744,3.321917504209551,36,36.25,0.0,1.0,2,exchange
1272,508,1.178613863938133e-15,3.542382585e-16,3.5658786100999995e-14,0.0,2.837616264739743e-15,1.499196834929305e-12,691,581,7.927376906266777e-13,7.064591443026273e-13,1.189328743545611,0.007927376906266777,1.1472325479401992e-15,1.2159365650647631e-15,288,306,0.27358490566037735,3.3219209713255275,745,1.7073825503355704,0.0,0.9622641509433962,2,exchange
397,286,1.6365023548902409e-15,4.9442706e-16,8.16575e-14,0.0,5.112852912238335e-15,6.496914348914255e-13,357,40,5.536107145952246e-13,9.608072029620091e-14,8.925,0.005536107145952245,1.5507302929838224e-15,2.402018007405023e-15,261,35,0.24181360201511334,3.3218316536968757,892,0.44506726457399104,0.0,0.9874055415617129,2,exchange
1762,412,2.00086521522686e-09,2.070623887746486e-12,1.410224749852417e-07,9e-22,8.478383210406587e-09,3.5255245092297274e-06,496,1266,1.9948740868993952e-06,1.5306504223303324e-06,0.39178515007898895,1.303285229466247,4.021923562297168e-09,1.2090445674015263e-09,215,258,0.6748013620885358,3.3216645178227697,55,32.03636363636364,0.0,1.0,2,exchange
1252,345,2.2013226719332893e-11,2.4196037860026024e-12,6.968154449120634e-09,3.6000000001610565e-21,2.517662543078763e-10,2.7560559852604782e-08,1252,0,2.7560559852604782e-08,0.0,1252.0,275.6055985260478,2.2013226719332893e-11,0.0,345,0,0.6677316293929713,3.3219207421480177,55,22.763636363636362,0.0,1.0,2,exchange
1229,391,1.7233818921015624e-14,7.800086212143945e-16,7.98e-13,8.65568e-31,5.867241974967627e-14,2.1180363453928203e-11,478,751,7.026264579025694e-12,1.4154098874902508e-11,0.6364846870838882,0.07026264579025694,1.4699298282480532e-14,1.884700249654129e-14,168,268,0.580146460537022,3.321455891030654,1,1229.0,0.0,1.0,2,exchange
1246,381,1.0729492958954676e-14,6.910047627812438e-16,7.106082105812631e-13,0.0,3.9784744498483964e-14,1.3368948226857522e-11,627,619,5.3698825610551485e-12,7.999065665802374e-12,1.012924071082391,0.05369882561055148,8.56440599849306e-15,1.292256165719285e-14,229,220,0.26484751203852325,3.3219169362936225,901,1.3829078801331853,0.0,0.9991974317817014,2,exchange
23,21,5.916761043917632e-15,2e-18,5.724296012699999e-14,0.0,1.658891689350791e-14,1.3608550401010553e-13,17,6,7.711732663859553e-14,5.896817737150999e-14,2.8333333333333335,0.0007711732663859553,4.53631333168209e-15,9.82802956191833e-15,17,4,0.30434782608695654,3.261842389020671,3,7.666666666666667,0.0,0.9565217391304348,3,attacker
39,37,9.542534135158931e-08,1.679654e-18,3.680173147571227e-06,7.245800000000001e-31,5.891548591916696e-07,3.7215883127119833e-06,30,9,3.721588260361704e-06,5.2350279215e-14,3.3333333333333335,37215.88260361704,1.240529420120568e-07,5.816697690555556e-15,30,7,0.1794871794871795,3.286064564828859,30,1.3,0.0,0.9743589743589743,3,attacker
24,22,75980.60022375289,3.2586880000000003e-18,1823534.4053700694,1.0000000000000001e-36,372227.40179718396,1823534.4053700694,22,2,1823534.4053700694,5.339841784487313e-14,11.0,1.8235344053700692e+16,82887.92751682134,2.6699208922436564e-14,20,2,0.2916666666666667,3.292481248917883,3,8.0,0.041666666666666664,0.9583333333333334,3,attacker
37,34,1.0200227638792256e-10,1e-17,3.771153806701671e-09,0.0,6.199606583506634e-10,3.774084226353135e-09,26,11,3.774083586717125e-09,6.396360095934083e-16,2.3636363636363638,37.74083586717125,1.4515706102758174e-10,5.81487281448553e-17,25,9,0.21621621621621623,3.235952012601015,3,12.333333333333334,0.0,0.9459459459459459,3,attacker
42,25,2.5583963043216314e-09,4.205e-22,1.0745261860245845e-07,0.0,1.658029891403378e-08,1.0745264478150852e-07,25,17,1.074526390529801e-07,5.7285284230243045e-15,1.4705882352941178,1074.526390529801,4.298105562119204e-09,3.369722601779003e-16,21,5,0.47619047619047616,2.7725073058625322,4,10.5,0.0,0.7142857142857143,3,attacker
32,25,1.0435250090427524e-14,1.8692494597253953e-21,2.174709955619039e-13,0.0,4.0366080906325564e-14,3.3392800289368077e-13,21,11,2.760264838144578e-13,5.790151907922299e-14,1.9090909090909092,0.0027602648381445777,1.3144118276878943e-14,5.2637744617475446e-15,21,4,0.375,2.755369207726231,3,10.666666666666666,0.0,0.71875,3,attacker
31,26,3.413656202168941e-08,2.6888851e-17,4.6267828795910784e-07,1.0000000000000001e-36,1.1685647985907683e-07,1.058233422672372e-06,27,4,5.95555134337715e-07,4.6267828833465684e-07,6.75,1.2871905800493235,2.205759756806352e-08,1.1566957208366421e-07,25,1,0.3225806451612903,3.299866872971784,15,2.066666666666667,0.0,1.0,3,attacker
28,27,1.6027203122311398e-14,7.8986e-19,4.3047783039173994e-13,0.0,8.127616340785551e-14,4.487616874247191e-13,24,4,4.476112915147191e-13,1.1503959099999999e-15,6.0,0.004476112915147191,1.8650470479779963e-14,2.8759897749999997e-16,23,4,0.21428571428571427,3.305958491425347,18,1.5555555555555556,0.0,0.9642857142857143,3,attacker
51,42,2.6966129845553423e-14,6.411572e-16,2.4070296459367967e-13,0.0,5.827625977699907e-14,1.375272622123225e-12,38,13,3.0356340215756594e-13,1.0717092199656589e-12,2.923076923076923,0.0030356340215756594,7.98851058309384e-15,8.243917076658914e-14,32,12,0.23529411764705882,3.3034233345415256,29,1.7586206896551724,0.0,0.9607843137254902,3,attacker
9,6,6.037369555555556e-17,3.5417628000000003e-17,2.99866e-16,5.202e-21,9.489384528975065e-17,5.4336326e-16,5,4,1.72426382e-16,3.70936878e-16,1.25,1.72426382e-06,3.44852764e-17,9.27342195e-17,4,3,0.8888888888888888,2.725480555987981,66,0.13636363636363635,0.0,1.0,3,suspect
93,16,7.841563503044087e-16,3.152e-17,5.2828e-14,2.2451e-22,5.694188447790685e-15,7.292654057831001e-14,88,5,1.928427868412e-14,5.364226189419e-14,17.6,0.0001928427868412,2.1913953050136364e-16,1.0728452378838e-14,11,5,0.8817204301075269,3.2843128064092886,84,1.1071428571428572,0.0,1.0,3,suspect
22,21,1.1340931136363638e-17,2.72e-18,9.5e-17,0.0,2.2823659583185728e-17,2.49500485e-16,5,17,4.5283833000000003e-17,2.04216652e-16,0.29411764705882354,4.5283833e-07,9.0567666e-18,1.2012744235294118e-17,5,16,0.2727272727272727,2.867633889817056,43,0.5116279069767442,0.0,0.8636363636363636,3,suspect
8,5,2.6366680988348598e-15,1.495773395525705e-17,2.0391999999999995e-14,4.0000000000000004e-20,7.177514700893541e-15,2.1093344790678872e-14,7,1,2.108334479067887e-14,1e-17,7.0,0.0002108334479067887,3.0119063986684102e-15,1e-17,5,1,1.0,2.4056390613639493,883,0.009060022650056626,0.0,1.0,3,suspect
2,1,3.624630000000001e-15,3.624630000000001e-15,6.692140000000001e-15,5.5712e-16,4.338114244715093e-15,7.249260000000001e-15,2,0,7.249260000000001e-15,0.0,2.0,7.249260000000001e-05,3.624630000000001e-15,0.0,1,0,1.0,0.9999999997114609,17,0.11764705882352941,0.0,1.0,3,suspect
13,10,5.356480966590646e-09,2.989868436901881e-15,6.163417790231126e-08,2e-16,1.7053252246354737e-08,6.96342525656784e-08,7,6,6.163517908676944e-08,7.999073478908947e-09,1.1666666666666667,7.705289775032336,8.805025583824207e-09,1.3331789131514912e-09,6,6,0.6153846153846154,3.0269868320608615,972,0.013374485596707819,0.0,1.0,3,suspect
18,17,2.0692406648351446e-15,1.280615e-20,3e-14,3.5727e-31,7.0208652204790146e-15,3.7246331967032616e-14,11,7,3.718656415317289e-14,5.976781385972155e-17,1.5714285714285714,0.0003718656415317289,3.3805967411975358e-15,8.538259122817365e-18,10,7,0.3333333333333333,3.1279868055792495,215,0.08372093023255814,0.0,1.0,3,suspect
22,15,1.6916927950570305e-15,1.1803835e-18,3.644862344096786e-14,1.3989499999999998e-19,7.76409928947136e-15,3.721724149125468e-14,12,10,3.6599046084727414e-14,6.181954065272641e-16,1.2,0.00036599046084727414,3.049920507060618e-15,6.181954065272641e-17,10,6,0.5454545454545454,2.1499481947183288,51,0.43137254901960786,0.0,1.0,3,suspect
5,5,4.3134999999999995e-16,1.487525e-16,1.20725e-15,7.475e-20,5.452674147692064e-16,2.15675e-15,2,3,2.00725e-15,1.495e-16,0.6666666666666666,2.0072499999999998e-05,1.003625e-15,4.983333333333333e-17,2,3,1.0,2.3219280941660148,1838,0.002720348204570185,0.0,1.0,3,suspect
2,2,1.23551e-21,1.23551e-21,1.23551e-21,1.23551e-21,0.0,2.47102e-21,1,1,1.23551e-21,1.23551e-21,1.0,1.23551e-11,1.23551e-21,1.23551e-21,1,1,1.0,-0.0,1,2.0,0.0,1.0,3,suspect
15,6,8.111222800000001e-16,1e-15,1.7e-15,1e-22,6.273268413484338e-16,1.21668342e-14,8,7,6.8030000999999995e-15,5.363834100000001e-15,1.1428571428571428,6.8030001e-05,8.503750124999999e-16,7.662620142857144e-16,3,3,0.9333333333333333,2.7329145628252416,53,0.2830188679245283,0.0,1.0,3,suspect
2,2,2.413725e-16,2.413725e-16,4.34e-16,4.8745e-17,2.7241642298602337e-16,4.82745e-16,0,2,0.0,4.82745e-16,0.0,0.0,0.0,2.413725e-16,0,2,1.0,0.9999999997114609,1,2.0,0.0,1.0,3,suspect
5,4,2.6165971399999997e-17,1e-17,9.93e-17,0.0,4.183518298024092e-17,1.30829857e-16,3,2,1.20829857e-16,1e-17,1.5,1.20829857e-06,4.0276619e-17,5e-18,2,2,1.0,2.3219280941660148,172,0.029069767441860465,0.0,0.8,3,suspect
18,15,4.7571533035927037e-14,2.3710822801822047e-16,3.999666919963744e-13,1e-18,1.122162623617274e-13,8.562875946466866e-13,13,5,6.220841161646515e-13,2.342034784820351e-13,2.6,0.006220841161646515,4.785262432035781e-14,4.684069569640702e-14,10,5,0.4444444444444444,2.438743919391861,94,0.19148936170212766,0.0,1.0,3,suspect
2,2,5.66e-21,5.66e-21,1.0000000000000001e-20,1.32e-21,6.137686860699233e-21,1.132e-20,1,1,1.0000000000000001e-20,1.32e-21,1.0,1e-10,1.0000000000000001e-20,1.32e-21,1,1,1.0,0.9999999997114609,1,2.0,0.0,1.0,3,suspect
13,10,1.8281081226923077e-15,1.2030184199999998e-16,1.75e-14,0.0,4.807929100771954e-15,2.3765405595e-14,4,9,2.1501029546e-14,2.264376049e-15,0.4444444444444444,0.00021501029546000002,5.3752573865e-15,2.515973387777778e-16,3,7,0.6153846153846154,3.2389012551599357,49,0.2653061224489796,0.0,0.8461538461538461,3,suspect
9,9,9.435899777777776e-18,1e-18,7.791154899999999e-17,1.1549e-20,2.5680449176884546e-17,8.492309799999999e-17,8,1,8.491154899999999e-17,1.1549e-20,8.0,8.491154899999999e-07,1.0613943624999999e-17,1.1549e-20,8,1,0.5555555555555556,0.9864267282980339,58,0.15517241379310345,0.0,1.0,3,suspect
5,5,2.1308591628726407e-17,2.7000000000000003e-18,9.3734421e-17,9.999999999999999e-26,4.069140902726255e-17,1.0654295814363203e-16,4,1,1.2808537143632034e-17,9.3734421e-17,4.0,1.2808537143632032e-07,3.2021342859080085e-18,9.3734421e-17,4,1,1.0,2.3219280941660148,126,0.03968253968253968,0.0,1.0,3,suspect
